  freq              ;  reS11        ; imS11         
   8.45760086598E+04; -0.544857     ; 0.404446     
   8.49708699478E+04; -0.543996     ; 0.406164     
   8.53675747306E+04; -0.542585     ; 0.407786     
   8.57661316150E+04; -0.541179     ; 0.409112     
   8.61665492480E+04; -0.539885     ; 0.410724     
   8.65688363169E+04; -0.538868     ; 0.412605     
   8.69730015494E+04; -0.53748      ; 0.41405      
   8.73790537143E+04; -0.536393     ; 0.415721     
   8.77870016210E+04; -0.534934     ; 0.417418     
   8.81968541203E+04; -0.533717     ; 0.419117     
   8.86086201041E+04; -0.532761     ; 0.420556     
   8.90223085060E+04; -0.530724     ; 0.422365     
   8.94379283012E+04; -0.529824     ; 0.424035     
   8.98554885068E+04; -0.528622     ; 0.425349     
   9.02749981820E+04; -0.527245     ; 0.426978     
   9.06964664284E+04; -0.525907     ; 0.428794     
   9.11199023900E+04; -0.524619     ; 0.430619     
   9.15453152534E+04; -0.523312     ; 0.432094     
   9.19727142482E+04; -0.521782     ; 0.433875     
   9.24021086472E+04; -0.520647     ; 0.435593     
   9.28335077663E+04; -0.519037     ; 0.437129     
   9.32669209650E+04; -0.517582     ; 0.438464     
   9.37023576464E+04; -0.516466     ; 0.440416     
   9.41398272577E+04; -0.515073     ; 0.441964     
   9.45793392899E+04; -0.513537     ; 0.443777     
   9.50209032786E+04; -0.511933     ; 0.4449       
   9.54645288037E+04; -0.5108       ; 0.447104     
   9.59102254900E+04; -0.509098     ; 0.448686     
   9.63580030071E+04; -0.507844     ; 0.450328     
   9.68078710699E+04; -0.506972     ; 0.452006     
   9.72598394386E+04; -0.505023     ; 0.453292     
   9.77139179187E+04; -0.504095     ; 0.455262     
   9.81701163619E+04; -0.500955     ; 0.456755     
   9.86284446657E+04; -0.500384     ; 0.458695     
   9.90889127738E+04; -0.498675     ; 0.460965     
   9.95515306762E+04; -0.496951     ; 0.462002     
   1.00016308410E+05; -0.496132     ; 0.464205     
   1.00483256058E+05; -0.493706     ; 0.46537      
   1.00952383752E+05; -0.493048     ; 0.467419     
   1.01423701670E+05; -0.491003     ; 0.469147     
   1.01897220036E+05; -0.489147     ; 0.470476     
   1.02372949125E+05; -0.48749      ; 0.472349     
   1.02850899258E+05; -0.486281     ; 0.47359      
   1.03331080803E+05; -0.484148     ; 0.476007     
   1.03813504180E+05; -0.482605     ; 0.4772       
   1.04298179853E+05; -0.481273     ; 0.478646     
